year,month,circle,type_of_connection,service_provider,value,date
2018,April,Gujarat,wireless,Aircel,63,4/1/2018
2013,January,Haryana,wireless,Aircel,185758,1/1/2013
2013,February,Haryana,wireless,Aircel,136164,2/1/2013
2013,March,Haryana,wireless,Aircel,36092,3/1/2013
2013,April,Haryana,wireless,Aircel,11092,4/1/2013
2013,May,Haryana,wireless,Aircel,11092,5/1/2013
2013,June,Haryana,wireless,Aircel,11092,6/1/2013
2013,July,Haryana,wireless,Aircel,11092,7/1/2013
2013,August,Haryana,wireless,Aircel,11092,8/1/2013
2013,September,Haryana,wireless,Aircel,11092,9/1/2013
2013,October,Haryana,wireless,Aircel,11092,10/1/2013
2013,November,Haryana,wireless,Aircel,11092,11/1/2013
2013,December,Haryana,wireless,Aircel,11092,12/1/2013
2014,January,Haryana,wireless,Aircel,11092,1/1/2014
2014,February,Haryana,wireless,Aircel,11092,2/1/2014
2014,March,Haryana,wireless,Aircel,11092,3/1/2014
2014,April,Haryana,wireless,Aircel,4092,4/1/2014
2014,May,Haryana,wireless,Aircel,4092,5/1/2014
2014,June,Haryana,wireless,Aircel,4092,6/1/2014
2014,July,Haryana,wireless,Aircel,3592,7/1/2014
2014,August,Haryana,wireless,Aircel,3592,8/1/2014
2014,September,Haryana,wireless,Aircel,3592,9/1/2014
2014,October,Haryana,wireless,Aircel,3592,10/1/2014
2014,November,Haryana,wireless,Aircel,3092,11/1/2014
2014,December,Haryana,wireless,Aircel,3092,12/1/2014
2015,January,Haryana,wireless,Aircel,3092,1/1/2015
2015,February,Haryana,wireless,Aircel,3092,2/1/2015
2015,March,Haryana,wireless,Aircel,3092,3/1/2015
2015,April,Haryana,wireless,Aircel,3092,4/1/2015
2015,May,Haryana,wireless,Aircel,3092,5/1/2015
2015,June,Haryana,wireless,Aircel,3092,6/1/2015
2015,July,Haryana,wireless,Aircel,3092,7/1/2015
2015,August,Haryana,wireless,Aircel,3092,8/1/2015
2015,September,Haryana,wireless,Aircel,3092,9/1/2015
2015,October,Haryana,wireless,Aircel,3092,10/1/2015
2015,November,Haryana,wireless,Aircel,3092,11/1/2015
2015,December,Haryana,wireless,Aircel,3092,12/1/2015
2016,January,Haryana,wireless,Aircel,3092,1/1/2016
2016,February,Haryana,wireless,Aircel,3092,2/1/2016
2016,March,Haryana,wireless,Aircel,3092,3/1/2016
2016,April,Haryana,wireless,Aircel,3092,4/1/2016
2016,May,Haryana,wireless,Aircel,3092,5/1/2016
2016,June,Haryana,wireless,Aircel,3092,6/1/2016
2016,July,Haryana,wireless,Aircel,3092,7/1/2016
2016,August,Haryana,wireless,Aircel,3092,8/1/2016
2016,September,Haryana,wireless,Aircel,3092,9/1/2016
2016,October,Haryana,wireless,Aircel,3092,10/1/2016
2016,November,Haryana,wireless,Aircel,3092,11/1/2016
2016,December,Haryana,wireless,Aircel,3092,12/1/2016
2017,January,Haryana,wireless,Aircel,3092,1/1/2017
2017,February,Haryana,wireless,Aircel,3092,2/1/2017
2017,March,Haryana,wireless,Aircel,3092,3/1/2017
2017,April,Haryana,wireless,Aircel,3092,4/1/2017
2017,May,Haryana,wireless,Aircel,3092,5/1/2017
2017,June,Haryana,wireless,Aircel,3092,6/1/2017
2017,July,Haryana,wireless,Aircel,3092,7/1/2017
2017,August,Haryana,wireless,Aircel,3092,8/1/2017
2017,September,Haryana,wireless,Aircel,3092,9/1/2017
2017,October,Haryana,wireless,Aircel,3092,10/1/2017
2017,November,Haryana,wireless,Aircel,3092,11/1/2017
2017,December,Haryana,wireless,Aircel,2092,12/1/2017
2009,January,Himachal Pradesh,wireless,Aircel,123288,1/1/2009
2009,February,Himachal Pradesh,wireless,Aircel,123320,2/1/2009
2009,March,Himachal Pradesh,wireless,Aircel,138567,3/1/2009
2009,April,Himachal Pradesh,wireless,Aircel,138616,4/1/2009
2009,May,Himachal Pradesh,wireless,Aircel,149604,5/1/2009
2009,June,Himachal Pradesh,wireless,Aircel,162548,6/1/2009
2009,July,Himachal Pradesh,wireless,Aircel,178483,7/1/2009
2009,August,Himachal Pradesh,wireless,Aircel,189519,8/1/2009
2009,September,Himachal Pradesh,wireless,Aircel,234804,9/1/2009
2009,October,Himachal Pradesh,wireless,Aircel,240632,10/1/2009
2009,November,Himachal Pradesh,wireless,Aircel,283512,11/1/2009
2009,December,Himachal Pradesh,wireless,Aircel,339961,12/1/2009
2010,January,Himachal Pradesh,wireless,Aircel,367054,1/1/2010
2013,January,Himachal Pradesh,wireless,Aircel,699378,1/1/2013
2013,February,Himachal Pradesh,wireless,Aircel,700377,2/1/2013
2013,March,Himachal Pradesh,wireless,Aircel,714843,3/1/2013
2013,April,Himachal Pradesh,wireless,Aircel,654841,4/1/2013
2013,May,Himachal Pradesh,wireless,Aircel,676898,5/1/2013
2013,June,Himachal Pradesh,wireless,Aircel,682129,6/1/2013
2013,July,Himachal Pradesh,wireless,Aircel,698467,7/1/2013
2013,August,Himachal Pradesh,wireless,Aircel,722024,8/1/2013
2013,September,Himachal Pradesh,wireless,Aircel,742881,9/1/2013
2013,October,Himachal Pradesh,wireless,Aircel,760827,10/1/2013
2013,November,Himachal Pradesh,wireless,Aircel,780532,11/1/2013
2013,December,Himachal Pradesh,wireless,Aircel,791195,12/1/2013
2014,January,Himachal Pradesh,wireless,Aircel,784007,1/1/2014
2014,February,Himachal Pradesh,wireless,Aircel,818410,2/1/2014
2014,March,Himachal Pradesh,wireless,Aircel,829083,3/1/2014
2014,April,Himachal Pradesh,wireless,Aircel,828036,4/1/2014
2014,May,Himachal Pradesh,wireless,Aircel,829540,5/1/2014
2014,June,Himachal Pradesh,wireless,Aircel,830600,6/1/2014
2014,July,Himachal Pradesh,wireless,Aircel,845662,7/1/2014
2014,August,Himachal Pradesh,wireless,Aircel,868923,8/1/2014
2014,September,Himachal Pradesh,wireless,Aircel,876478,9/1/2014
2014,October,Himachal Pradesh,wireless,Aircel,880960,10/1/2014
2014,November,Himachal Pradesh,wireless,Aircel,888475,11/1/2014
2014,December,Himachal Pradesh,wireless,Aircel,907274,12/1/2014
2015,January,Himachal Pradesh,wireless,Aircel,956808,1/1/2015
2015,February,Himachal Pradesh,wireless,Aircel,963841,2/1/2015
2015,March,Himachal Pradesh,wireless,Aircel,972926,3/1/2015
2015,April,Himachal Pradesh,wireless,Aircel,987757,4/1/2015
2015,May,Himachal Pradesh,wireless,Aircel,981104,5/1/2015
2015,June,Himachal Pradesh,wireless,Aircel,976920,6/1/2015
2015,July,Himachal Pradesh,wireless,Aircel,998274,7/1/2015
2015,August,Himachal Pradesh,wireless,Aircel,1002112,8/1/2015
2015,September,Himachal Pradesh,wireless,Aircel,1038137,9/1/2015
2015,October,Himachal Pradesh,wireless,Aircel,1046038,10/1/2015
2015,November,Himachal Pradesh,wireless,Aircel,1051819,11/1/2015
2015,December,Himachal Pradesh,wireless,Aircel,1058139,12/1/2015
2016,January,Himachal Pradesh,wireless,Aircel,1065417,1/1/2016
2016,February,Himachal Pradesh,wireless,Aircel,1088770,2/1/2016
2016,March,Himachal Pradesh,wireless,Aircel,1092515,3/1/2016
2016,April,Himachal Pradesh,wireless,Aircel,1095840,4/1/2016
2016,May,Himachal Pradesh,wireless,Aircel,1100300,5/1/2016
2016,June,Himachal Pradesh,wireless,Aircel,1106961,6/1/2016
2016,July,Himachal Pradesh,wireless,Aircel,1109565,7/1/2016
2016,August,Himachal Pradesh,wireless,Aircel,1113105,8/1/2016
2016,September,Himachal Pradesh,wireless,Aircel,1106934,9/1/2016
2016,October,Himachal Pradesh,wireless,Aircel,1113205,10/1/2016
2016,November,Himachal Pradesh,wireless,Aircel,1114131,11/1/2016
2016,December,Himachal Pradesh,wireless,Aircel,1119545,12/1/2016
2017,January,Himachal Pradesh,wireless,Aircel,1125928,1/1/2017
2017,February,Himachal Pradesh,wireless,Aircel,1121747,2/1/2017
2017,March,Himachal Pradesh,wireless,Aircel,1122264,3/1/2017
2017,April,Himachal Pradesh,wireless,Aircel,1103023,4/1/2017
2017,May,Himachal Pradesh,wireless,Aircel,1097897,5/1/2017
2017,June,Himachal Pradesh,wireless,Aircel,1084516,6/1/2017
2017,July,Himachal Pradesh,wireless,Aircel,1072569,7/1/2017
2017,August,Himachal Pradesh,wireless,Aircel,1057070,8/1/2017
2017,September,Himachal Pradesh,wireless,Aircel,1043503,9/1/2017
2017,October,Himachal Pradesh,wireless,Aircel,1028433,10/1/2017
2017,November,Himachal Pradesh,wireless,Aircel,1016641,11/1/2017
2017,December,Himachal Pradesh,wireless,Aircel,496715,12/1/2017
2018,January,Himachal Pradesh,wireless,Aircel,249378,1/1/2018
2018,February,Himachal Pradesh,wireless,Aircel,249378,2/1/2018
2018,March,Himachal Pradesh,wireless,Aircel,249378,3/1/2018
2018,April,Himachal Pradesh,wireless,Aircel,249378,4/1/2018
2009,January,Jammu and Kashmir,wireless,Aircel,668050,1/1/2009
2009,February,Jammu and Kashmir,wireless,Aircel,668062,2/1/2009
2009,March,Jammu and Kashmir,wireless,Aircel,832281,3/1/2009
2009,April,Jammu and Kashmir,wireless,Aircel,886191,4/1/2009
2009,May,Jammu and Kashmir,wireless,Aircel,930250,5/1/2009
2009,June,Jammu and Kashmir,wireless,Aircel,950455,6/1/2009
2009,July,Jammu and Kashmir,wireless,Aircel,1033265,7/1/2009
2009,August,Jammu and Kashmir,wireless,Aircel,1110163,8/1/2009
2009,September,Jammu and Kashmir,wireless,Aircel,1154640,9/1/2009
2009,October,Jammu and Kashmir,wireless,Aircel,1239382,10/1/2009
2009,November,Jammu and Kashmir,wireless,Aircel,1244436,11/1/2009
2009,December,Jammu and Kashmir,wireless,Aircel,1484090,12/1/2009
2010,January,Jammu and Kashmir,wireless,Aircel,1586041,1/1/2010
2013,January,Jammu and Kashmir,wireless,Aircel,1808200,1/1/2013
2013,February,Jammu and Kashmir,wireless,Aircel,1811719,2/1/2013
2013,March,Jammu and Kashmir,wireless,Aircel,1827610,3/1/2013
2013,April,Jammu and Kashmir,wireless,Aircel,1852091,4/1/2013
2013,May,Jammu and Kashmir,wireless,Aircel,1881500,5/1/2013
2013,June,Jammu and Kashmir,wireless,Aircel,1922242,6/1/2013
2013,July,Jammu and Kashmir,wireless,Aircel,1963263,7/1/2013
2013,August,Jammu and Kashmir,wireless,Aircel,1986854,8/1/2013
2013,September,Jammu and Kashmir,wireless,Aircel,2014339,9/1/2013
2013,October,Jammu and Kashmir,wireless,Aircel,2035827,10/1/2013
2013,November,Jammu and Kashmir,wireless,Aircel,2063778,11/1/2013
2013,December,Jammu and Kashmir,wireless,Aircel,2083022,12/1/2013
2014,January,Jammu and Kashmir,wireless,Aircel,2108278,1/1/2014
2014,February,Jammu and Kashmir,wireless,Aircel,2131409,2/1/2014
2014,March,Jammu and Kashmir,wireless,Aircel,2119328,3/1/2014
2014,April,Jammu and Kashmir,wireless,Aircel,2143408,4/1/2014
2014,May,Jammu and Kashmir,wireless,Aircel,2172823,5/1/2014
2014,June,Jammu and Kashmir,wireless,Aircel,2204302,6/1/2014
2014,July,Jammu and Kashmir,wireless,Aircel,2229294,7/1/2014
2014,August,Jammu and Kashmir,wireless,Aircel,2246674,8/1/2014
2014,September,Jammu and Kashmir,wireless,Aircel,2284190,9/1/2014
2014,October,Jammu and Kashmir,wireless,Aircel,2363924,10/1/2014
2014,November,Jammu and Kashmir,wireless,Aircel,2432583,11/1/2014
2014,December,Jammu and Kashmir,wireless,Aircel,2491798,12/1/2014
2015,January,Jammu and Kashmir,wireless,Aircel,2504437,1/1/2015
2015,February,Jammu and Kashmir,wireless,Aircel,2570361,2/1/2015
2015,March,Jammu and Kashmir,wireless,Aircel,2627512,3/1/2015
2015,April,Jammu and Kashmir,wireless,Aircel,2677070,4/1/2015
2015,May,Jammu and Kashmir,wireless,Aircel,2724296,5/1/2015
2015,June,Jammu and Kashmir,wireless,Aircel,2729425,6/1/2015
2015,July,Jammu and Kashmir,wireless,Aircel,2573010,7/1/2015
2015,August,Jammu and Kashmir,wireless,Aircel,2541382,8/1/2015
2015,September,Jammu and Kashmir,wireless,Aircel,2543768,9/1/2015
2015,October,Jammu and Kashmir,wireless,Aircel,2544779,10/1/2015
2015,November,Jammu and Kashmir,wireless,Aircel,2547440,11/1/2015
2015,December,Jammu and Kashmir,wireless,Aircel,2539460,12/1/2015
2016,January,Jammu and Kashmir,wireless,Aircel,2521220,1/1/2016
2016,February,Jammu and Kashmir,wireless,Aircel,2524344,2/1/2016
2016,March,Jammu and Kashmir,wireless,Aircel,2544817,3/1/2016
2016,April,Jammu and Kashmir,wireless,Aircel,2516445,4/1/2016
2016,May,Jammu and Kashmir,wireless,Aircel,2554562,5/1/2016
2016,June,Jammu and Kashmir,wireless,Aircel,2633105,6/1/2016
2016,July,Jammu and Kashmir,wireless,Aircel,2673069,7/1/2016
2016,August,Jammu and Kashmir,wireless,Aircel,2709894,8/1/2016
2016,September,Jammu and Kashmir,wireless,Aircel,2732907,9/1/2016
2016,October,Jammu and Kashmir,wireless,Aircel,2771757,10/1/2016
2016,November,Jammu and Kashmir,wireless,Aircel,2819583,11/1/2016
2016,December,Jammu and Kashmir,wireless,Aircel,2867502,12/1/2016
2017,January,Jammu and Kashmir,wireless,Aircel,2904458,1/1/2017
2017,February,Jammu and Kashmir,wireless,Aircel,2947876,2/1/2017
2017,March,Jammu and Kashmir,wireless,Aircel,2992224,3/1/2017
2017,April,Jammu and Kashmir,wireless,Aircel,3025196,4/1/2017
2017,May,Jammu and Kashmir,wireless,Aircel,3080716,5/1/2017
2017,June,Jammu and Kashmir,wireless,Aircel,3124070,6/1/2017
2017,July,Jammu and Kashmir,wireless,Aircel,3186160,7/1/2017
2017,August,Jammu and Kashmir,wireless,Aircel,3226094,8/1/2017
2017,September,Jammu and Kashmir,wireless,Aircel,3273367,9/1/2017
2017,October,Jammu and Kashmir,wireless,Aircel,3328436,10/1/2017
2017,November,Jammu and Kashmir,wireless,Aircel,3373553,11/1/2017
2017,December,Jammu and Kashmir,wireless,Aircel,3422896,12/1/2017
2018,January,Jammu and Kashmir,wireless,Aircel,3457011,1/1/2018
2018,February,Jammu and Kashmir,wireless,Aircel,3447971,2/1/2018
2018,March,Jammu and Kashmir,wireless,Aircel,3378318,3/1/2018
2018,April,Jammu and Kashmir,wireless,Aircel,3378318,4/1/2018
2009,January,Karnataka,wireless,Aircel,1873,1/1/2009
2009,February,Karnataka,wireless,Aircel,1873,2/1/2009
2009,March,Karnataka,wireless,Aircel,52831,3/1/2009
2009,April,Karnataka,wireless,Aircel,96670,4/1/2009
2009,May,Karnataka,wireless,Aircel,145026,5/1/2009
2009,June,Karnataka,wireless,Aircel,194122,6/1/2009
2009,July,Karnataka,wireless,Aircel,244310,7/1/2009
2009,August,Karnataka,wireless,Aircel,306556,8/1/2009
2009,September,Karnataka,wireless,Aircel,370363,9/1/2009
2009,October,Karnataka,wireless,Aircel,556401,10/1/2009
2009,November,Karnataka,wireless,Aircel,603758,11/1/2009
2009,December,Karnataka,wireless,Aircel,614756,12/1/2009
2010,January,Karnataka,wireless,Aircel,668731,1/1/2010
2013,January,Karnataka,wireless,Aircel,1563895,1/1/2013
2013,February,Karnataka,wireless,Aircel,1645151,2/1/2013
2013,March,Karnataka,wireless,Aircel,1683304,3/1/2013
2013,April,Karnataka,wireless,Aircel,1817673,4/1/2013
2013,May,Karnataka,wireless,Aircel,1854569,5/1/2013
2013,June,Karnataka,wireless,Aircel,1918124,6/1/2013
2013,July,Karnataka,wireless,Aircel,2010834,7/1/2013
2013,August,Karnataka,wireless,Aircel,2099914,8/1/2013
2013,September,Karnataka,wireless,Aircel,2201043,9/1/2013
2013,October,Karnataka,wireless,Aircel,2255143,10/1/2013
2013,November,Karnataka,wireless,Aircel,2241354,11/1/2013
2013,December,Karnataka,wireless,Aircel,2339135,12/1/2013
2014,January,Karnataka,wireless,Aircel,2546089,1/1/2014
2014,February,Karnataka,wireless,Aircel,2545059,2/1/2014
2014,March,Karnataka,wireless,Aircel,2539899,3/1/2014
2014,April,Karnataka,wireless,Aircel,2601223,4/1/2014
2014,May,Karnataka,wireless,Aircel,2680446,5/1/2014
2014,June,Karnataka,wireless,Aircel,2682547,6/1/2014
2014,July,Karnataka,wireless,Aircel,2680731,7/1/2014
2014,August,Karnataka,wireless,Aircel,2740310,8/1/2014
2014,September,Karnataka,wireless,Aircel,2807110,9/1/2014
2014,October,Karnataka,wireless,Aircel,2867276,10/1/2014
2014,November,Karnataka,wireless,Aircel,2906019,11/1/2014
2014,December,Karnataka,wireless,Aircel,2923297,12/1/2014
2015,January,Karnataka,wireless,Aircel,2815789,1/1/2015
2015,February,Karnataka,wireless,Aircel,2798322,2/1/2015
2015,March,Karnataka,wireless,Aircel,2791121,3/1/2015
2015,April,Karnataka,wireless,Aircel,2638581,4/1/2015
2015,May,Karnataka,wireless,Aircel,2668809,5/1/2015
2015,June,Karnataka,wireless,Aircel,2678151,6/1/2015
2015,July,Karnataka,wireless,Aircel,2717183,7/1/2015
2015,August,Karnataka,wireless,Aircel,2802574,8/1/2015
2015,September,Karnataka,wireless,Aircel,2904715,9/1/2015
2015,October,Karnataka,wireless,Aircel,2940281,10/1/2015
2015,November,Karnataka,wireless,Aircel,2993215,11/1/2015
2015,December,Karnataka,wireless,Aircel,3031064,12/1/2015
2016,January,Karnataka,wireless,Aircel,3044664,1/1/2016
2016,February,Karnataka,wireless,Aircel,3072137,2/1/2016
2016,March,Karnataka,wireless,Aircel,3095767,3/1/2016
2016,April,Karnataka,wireless,Aircel,3125450,4/1/2016
2016,May,Karnataka,wireless,Aircel,3166265,5/1/2016
2016,June,Karnataka,wireless,Aircel,3191048,6/1/2016
2016,July,Karnataka,wireless,Aircel,3228366,7/1/2016
2016,August,Karnataka,wireless,Aircel,3260541,8/1/2016
2016,September,Karnataka,wireless,Aircel,3288019,9/1/2016
2016,October,Karnataka,wireless,Aircel,3310214,10/1/2016
2016,November,Karnataka,wireless,Aircel,3329811,11/1/2016
2016,December,Karnataka,wireless,Aircel,3365649,12/1/2016
2017,January,Karnataka,wireless,Aircel,3371034,1/1/2017
2017,February,Karnataka,wireless,Aircel,3393786,2/1/2017
2017,March,Karnataka,wireless,Aircel,3441843,3/1/2017
2017,April,Karnataka,wireless,Aircel,3451199,4/1/2017
2017,May,Karnataka,wireless,Aircel,3438153,5/1/2017
2017,June,Karnataka,wireless,Aircel,3411987,6/1/2017
2017,July,Karnataka,wireless,Aircel,3318202,7/1/2017
2017,August,Karnataka,wireless,Aircel,3218004,8/1/2017
2017,September,Karnataka,wireless,Aircel,3182214,9/1/2017
2017,October,Karnataka,wireless,Aircel,3161770,10/1/2017
2017,November,Karnataka,wireless,Aircel,3110532,11/1/2017
2017,December,Karnataka,wireless,Aircel,3051390,12/1/2017
2018,January,Karnataka,wireless,Aircel,2772679,1/1/2018
2018,February,Karnataka,wireless,Aircel,2709742,2/1/2018
2018,March,Karnataka,wireless,Aircel,2690193,3/1/2018
2018,April,Karnataka,wireless,Aircel,2690193,4/1/2018
2009,January,Kerala,wireless,Aircel,12677,1/1/2009
2009,February,Kerala,wireless,Aircel,12677,2/1/2009
2009,March,Kerala,wireless,Aircel,51251,3/1/2009
2009,April,Kerala,wireless,Aircel,93263,4/1/2009
2009,May,Kerala,wireless,Aircel,133195,5/1/2009
2009,June,Kerala,wireless,Aircel,187483,6/1/2009
2009,July,Kerala,wireless,Aircel,230473,7/1/2009
2009,August,Kerala,wireless,Aircel,269587,8/1/2009
2009,September,Kerala,wireless,Aircel,338578,9/1/2009
2009,October,Kerala,wireless,Aircel,534395,10/1/2009
2009,November,Kerala,wireless,Aircel,632073,11/1/2009
2009,December,Kerala,wireless,Aircel,660643,12/1/2009
2010,January,Kerala,wireless,Aircel,792936,1/1/2010
2013,January,Kerala,wireless,Aircel,354883,1/1/2013
2013,February,Kerala,wireless,Aircel,254883,2/1/2013
2013,March,Kerala,wireless,Aircel,104883,3/1/2013
2013,April,Kerala,wireless,Aircel,54883,4/1/2013
2013,May,Kerala,wireless,Aircel,29883,5/1/2013
2013,June,Kerala,wireless,Aircel,29883,6/1/2013
2013,July,Kerala,wireless,Aircel,29883,7/1/2013
2013,August,Kerala,wireless,Aircel,4883,8/1/2013
2013,September,Kerala,wireless,Aircel,4883,9/1/2013
2013,October,Kerala,wireless,Aircel,4883,10/1/2013
2013,November,Kerala,wireless,Aircel,1183,11/1/2013
2013,December,Kerala,wireless,Aircel,1183,12/1/2013
2014,January,Kerala,wireless,Aircel,1183,1/1/2014
2014,February,Kerala,wireless,Aircel,1048,2/1/2014
2014,March,Kerala,wireless,Aircel,918,3/1/2014
2014,April,Kerala,wireless,Aircel,918,4/1/2014
2014,May,Kerala,wireless,Aircel,918,5/1/2014
2014,June,Kerala,wireless,Aircel,918,6/1/2014
2014,July,Kerala,wireless,Aircel,918,7/1/2014
2014,August,Kerala,wireless,Aircel,918,8/1/2014
2014,September,Kerala,wireless,Aircel,918,9/1/2014
2014,October,Kerala,wireless,Aircel,918,10/1/2014
2014,November,Kerala,wireless,Aircel,918,11/1/2014
2014,December,Kerala,wireless,Aircel,918,12/1/2014
2015,January,Kerala,wireless,Aircel,918,1/1/2015
2015,February,Kerala,wireless,Aircel,918,2/1/2015
2015,March,Kerala,wireless,Aircel,918,3/1/2015
2015,April,Kerala,wireless,Aircel,2109,4/1/2015
2015,May,Kerala,wireless,Aircel,11156,5/1/2015
2015,June,Kerala,wireless,Aircel,21323,6/1/2015
2015,July,Kerala,wireless,Aircel,58516,7/1/2015
2015,August,Kerala,wireless,Aircel,100708,8/1/2015
2015,September,Kerala,wireless,Aircel,130162,9/1/2015
2015,October,Kerala,wireless,Aircel,153270,10/1/2015
2015,November,Kerala,wireless,Aircel,176337,11/1/2015
